"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Pet Creation..","2248","testCreatePet","Default Suite","Sun Mar 23 23:41:30 IST 2025","passed","Sun Mar 23 23:41:32 IST 2025","com.api.tests.TestCreate","api-test-framework","com.api.tests.TestCreate","testCreatePet"
